Date,Govornorate,Community,Month,Year,Sex,Child,Type of Incident,Weapon,Fatal
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Female,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Female,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Rafah,Rafah,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Rafah,Rafah,July,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Rafah,Rafah,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Female,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Female,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Female,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (hit),No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Tear gas canister (hit),No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Female,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza North,Jabalia,July,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Female,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza North,Jabalia,July,2018,Female,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza North,Jabalia,July,2018,Female,No,Demonstration (GMR),Shrapnel,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Female,No,Demonstration (GMR),Live ammunition,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Khan Yunis,Khuza'a,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Female,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Deir Al-Balah (Middle Area),Al Bureij Camp,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Rafah,Rafah,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,Yes,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Live ammunition,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,Yes,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Rafah,Rafah,July,2018,Male,No,Demonstration (GMR),Shrapnel,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,Yes,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Others,No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
27/07/18,Gaza,Gaza,July,2018,Male,No,Demonstration (GMR),Tear gas canister (inhalation),No
